iter	Passed	Remaining
401	13013	67301
402	13045	67268
403	13076	67226
404	13105	67177
405	13140	67157
406	13164	67081
407	13199	67066
408	13226	67004
409	13255	66954
410	13290	66938
411	13316	66874
412	13349	66844
413	13374	66777
414	13404	66732
415	13438	66706
416	13469	66667
417	13490	66581
418	13518	66529
419	13538	66434
420	13571	66405
421	13606	66387
422	13637	66351
423	13658	66264
424	13688	66220
425	13711	66144
426	13733	66064
427	13765	66029
428	13797	65995
429	13820	65918
430	13847	65863
431	13881	65839
432	13920	65838
433	13961	65850
434	13987	65788
435	14012	65723
436	14042	65683
437	14067	65614
438	14092	65552
439	14111	65458
440	14132	65375
441	14147	65264
442	14177	65224
443	14198	65140
444	14224	65080
445	14249	65015
446	14270	64937
447	14294	64869
448	14313	64776
449	14331	64680
450	14362	64645
451	14391	64603
452	14420	64558
453	14441	64476
454	14463	64400
455	14492	64359
456	14528	64346
457	14548	64262
458	14579	64224
459	14608	64181
460	14641	64154
461	14659	64063
462	14687	64014
463	14716	63973
464	16025	69478
465	16063	69460
466	16084	69365
467	16115	69315
468	16139	69238
469	16170	69189
470	16196	69119
471	16222	69047
472	16253	69001
473	16285	68955
474	16318	68914
475	16344	68845
476	16378	68808
477	16404	68742
478	16434	68687
479	16463	68633
480	16488	68560
481	16517	68502
482	16541	68426
483	16570	68370
484	16598	68309
485	16622	68234
486	16649	68169
487	16686	68146
488	16725	68131
489	16751	68065
490	16782	68017
491	16812	67966
492	16838	67900
493	16870	67857
494	16901	67810
495	16922	67723
496	16948	67656
497	16978	67607
498	17012	67573
499	17034	67491
500	17075	67485
501	17099	67411
502	17123	67337
503	17151	67278
504	17181	67229
505	17206	67159
506	17237	67112
507	17260	67039
508	17289	66983
509	17313	66913
510	17336	66836
511	17363	66775
512	17392	66720
513	17416	66649
514	17444	66594
515	17468	66521
516	17490	66442
517	17513	66367
518	17533	66281
519	17556	66208
520	17578	66129
521	17606	66076
522	17636	66027
523	17667	65984
524	17695	65929
525	17726	65884
526	17746	65798
527	17768	65723
528	17793	65657
529	17813	65575
530	17837	65504
531	17862	65438
532	17881	65352
533	17901	65271
534	17920	65182
535	17951	65140
536	17984	65105
537	18005	65028
538	18034	64978
539	18062	64924
540	18085	64852
541	18104	64766
542	18123	64685
543	18146	64614
544	18172	64554
545	18206	64521
546	18227	64446
547	18250	64375
548	18272	64301
549	18300	64252
550	18322	64178
551	18343	64103
552	18378	64077
553	18414	64050
554	18444	64006
555	18461	63916
556	18489	63867
557	18510	63790
558	18540	63745
559	18572	63709
560	18601	63663
561	18624	63595
562	18649	63535
563	18669	63457
564	18692	63387
565	18722	63346
566	18757	63317
567	18788	63278
568	18820	63242
569	18909	63397
570	18948	63381
571	18979	63342
572	18999	63266
573	19038	63250
574	19053	63156
575	19079	63102
576	19108	63054
577	19137	63007
578	19172	62980
579	19200	62931
580	19226	62875
581	19258	62837
582	19283	62780
583	19304	62705
584	19332	62655
585	19353	62586
586	19382	62538
587	19409	62486
588	19437	62437
589	19460	62371
590	19500	62361
591	19530	62320
592	19554	62258
593	19578	62195
594	19611	62164
595	19638	62111
596	19656	62032
597	19677	61962
598	19701	61900
599	19722	61830
600	19749	61778
601	19777	61731
602	19809	61696
603	19833	61635
604	19855	61568
605	19888	61535
606	19918	61493
607	19940	61428
608	19961	61358
609	19985	61298
610	20011	61247
611	20039	61198
612	20057	61120
613	20086	61077
614	20113	61028
615	20145	60991
616	20161	60908
617	20184	60847
618	20205	60779
619	20234	60734
620	20257	60674
621	20278	60605
622	20297	60534
623	20320	60472
624	20351	60436
625	20370	60363
626	20396	60311
627	20427	60273
628	20461	60244
629	20490	60202
630	20520	60163
631	20543	60103
632	20565	60038
633	20593	59994
634	20617	59938
635	20639	59874
636	20657	59800
637	20684	59751
638	20709	59698
639	20740	59662
640	20767	59613
641	20799	59579
642	20823	59523
643	20848	59470
644	20877	59428
645	20908	59390
646	20935	59343
647	20967	59309
648	21000	59281
649	21027	59233
650	21055	59186
651	21081	59138
652	21107	59089
653	21126	59019
654	21146	58951
655	21175	58911
656	21200	58858
657	21221	58794
658	21253	58760
659	21275	58700
660	21302	58653
661	21325	58598
662	21365	58585
663	21392	58540
664	21430	58522
665	21456	58474
666	21483	58427
667	21510	58380
668	21546	58358
669	21576	58321
670	21609	58289
671	21629	58225
672	21646	58152
673	21666	58088
674	21694	58045
675	21718	57991
676	21736	57921
677	21762	57873
678	21789	57826
679	21814	57775
680	21843	57737
681	21874	57701
682	21896	57641
683	21922	57593
684	21947	57543
685	21975	57502
686	22004	57460
687	22028	57408
688	22054	57361
689	22078	57307
690	22111	57277
691	22142	57244
692	22167	57194
693	22189	57135
694	22215	57090
695	22248	57059
696	22273	57011
697	22295	56952
698	22324	56912
699	22344	56851
700	22371	56806
701	22391	56743
702	22424	56713
703	22459	56690
704	22494	56667
705	22526	56634
706	22552	56589
707	22575	56534
708	22607	56503
709	22634	56458
710	22677	56455
711	22703	56406
712	22728	56359
713	22761	56328
714	22782	56271
715	22809	56226
716	22832	56172
717	22857	56126
718	22884	56081
719	22914	56044
720	22943	56006
721	22975	55975
722	23002	55932
723	23031	55892
724	23055	55840
725	23075	55780
726	23105	55745
727	23129	55694
728	23152	55642
729	23174	55586
730	23202	55545
731	23225	55492
732	23251	55448
733	23284	55419
734	23314	55383
735	23330	55315
736	23360	55278
737	23384	55230
738	23406	55175
739	23433	55131
740	23470	55113
741	23494	55063
742	23516	55008
743	23546	54974
744	23582	54951
745	23611	54913
746	23638	54871
747	23666	54830
748	23695	54793
749	23726	54761
750	23751	54714
751	23781	54677
752	23806	54630
753	23834	54592
754	23870	54570
755	23898	54529
756	23923	54484
757	23949	54438
758	23971	54386
759	23994	54334
760	24030	54312
761	24057	54272
762	24084	54230
763	24112	54190
764	24132	54132
765	24157	54086
766	24184	54044
767	24217	54017
768	24244	53974
769	24272	53935
770	24302	53901
771	24334	53869
772	24361	53827
773	24390	53791
774	24419	53755
775	24453	53727
776	24481	53690
777	24512	53655
778	24542	53621
779	24573	53588
780	24598	53542
781	24623	53498
782	24651	53458
783	24691	53445
784	24726	53421
785	24768	53412
786	24791	53364
787	24816	53317
788	24845	53281
789	24877	53250
790	24907	53215
791	24938	53183
792	25007	53231
793	25041	53205
794	25068	53164
795	25105	53143
796	25133	53104
797	25160	53064
798	25189	53028
799	25219	52992
800	25248	52956
801	25285	52936
802	25322	52915
803	25345	52865
804	25374	52830
805	25402	52790
806	25424	52738
807	25451	52699
808	25477	52655
809	25499	52604
810	25529	52570
811	25556	52529
812	25584	52490
813	25617	52463
814	25659	52452
815	25706	52453
816	25734	52413
817	25760	52370
818	25788	52331
819	25821	52303
820	25840	52246
821	25870	52213
822	25898	52174
823	25921	52125
824	25954	52097
825	25984	52062
826	26011	52023
827	26047	52000
828	26080	51971
829	26109	51936
830	26936	53485
831	26967	53449
832	26991	53399
833	27011	53343
834	27041	53305
835	27075	53276
836	27114	53257
837	27140	53213
838	27176	53187
839	27196	53130
840	27213	53068
841	27239	53023
842	27268	52983
843	27293	52938
844	27320	52895
845	27347	52853
846	27373	52808
847	27398	52762
848	27434	52736
849	27462	52696
850	27481	52638
851	27510	52599
852	27542	52566
853	27572	52528
854	27597	52482
855	27619	52432
856	27650	52397
857	27677	52355
858	27708	52319
859	27734	52275
860	27760	52232
861	27787	52190
862	27808	52136
863	27845	52113
864	27874	52074
865	27897	52025
866	27928	51991
867	27947	51934
868	27969	51884
869	27999	51848
870	28024	51801
871	28047	51752
872	28074	51711
873	28105	51676
874	28123	51619
875	28150	51577
876	28180	51541
877	28200	51487
878	28228	51447
879	28252	51399
880	28274	51350
881	28301	51308
882	28328	51266
883	28345	51208
884	28373	51169
885	28406	51137
886	28439	51107
887	28462	51060
888	28486	51013
889	28508	50963
890	28539	50929
891	28567	50889
892	28602	50862
893	28620	50806
894	28660	50788
895	28689	50751
896	28719	50714
897	28747	50675
898	28777	50640
899	28798	50590
900	28817	50535
901	28851	50505
902	28886	50478
903	28915	50442
904	28999	50500
905	29036	50477
906	29066	50442
907	29098	50408
908	29131	50380
909	29161	50343
910	29187	50301
911	29215	50261
912	29241	50220
913	29265	50173
914	29295	50139
915	29323	50100
916	29353	50064
917	29384	50030
918	29410	49988
919	29431	49937
920	29461	49902
921	29491	49867
922	29517	49824
923	29541	49779
924	29568	49739
925	29594	49696
926	29623	49659
927	29654	49626
928	29678	49582
929	29712	49552
930	29737	49509
931	29761	49464
932	29794	49434
933	29823	49397
934	29848	49354
935	29877	49316
936	29903	49276
937	29927	49231
938	29960	49200
939	29987	49159
940	30006	49107
941	30035	49071
942	30066	49037
943	30298	49332
944	30323	49287
945	30351	49248
946	30376	49205
947	30404	49166
948	30430	49124
949	30469	49104
950	30504	49076
951	30525	49027
952	30549	48982
953	30577	48942
954	30615	48921
955	30643	48881
956	30675	48850
957	30699	48805
958	30726	48764
959	30751	48721
960	30785	48693
961	30814	48656
962	30840	48614
963	30862	48567
964	30887	48523
965	30914	48483
966	30940	48442
967	30967	48403
968	30999	48370
969	31019	48319
970	31050	48286
971	31073	48240
972	31121	48234
973	31154	48202
974	31183	48167
975	31206	48120
976	31237	48087
977	31264	48048
978	31298	48019
979	31448	48167
980	31473	48123
981	31503	48089
982	31525	48042
983	31550	47998
984	31571	47950
985	31616	47938
986	31644	47899
987	31668	47854
988	31705	47830
989	31737	47798
990	31852	47890
991	31883	47857
992	31919	47830
993	31945	47789
994	31975	47753
995	32002	47715
996	32031	47677
997	32059	47640
998	32088	47602
999	32108	47552
1000	32132	47508
1001	32165	47477
1002	32196	47443
1003	32221	47402
1004	32248	47361
1005	32286	47338
1006	32314	47299
1007	32339	47257
1008	32359	47208
1009	32390	47174
1010	32417	47134
1011	32437	47085
1012	32465	47048
1013	32499	47019
1014	32523	46974
1015	32552	46939
1016	32584	46906
1017	32611	46866
1018	32645	46837
1019	32676	46804
1020	32703	46765
1021	32731	46726
1022	32750	46676
1023	32770	46627
1024	32805	46600
1025	32836	46566
1026	32866	46532
1027	32894	46494
1028	32926	46462
1029	32950	46418
1030	32977	46379
1031	33016	46358
1032	33046	46322
1033	33074	46285
1034	33101	46246
1035	33122	46199
1036	33150	46161
1037	33193	46144
1038	33225	46113
1039	33247	46067
1040	33296	46058
1041	33319	46014
1042	33374	46013
1043	33400	45973
1044	33434	45944
1045	33462	45907
1046	33481	45857
1047	33505	45814
1048	33530	45773
1049	33554	45729
1050	33583	45694
1051	33614	45661
1052	33641	45621
1053	33668	45583
1054	33702	45554
1055	33718	45500
1056	33742	45458
1057	33773	45425
1058	33805	45392
1059	33829	45350
1060	33854	45309
1061	33885	45276
1062	33926	45256
1063	33954	45219
1064	33982	45182
1065	34009	45143
1066	34041	45111
1067	34064	45068
1068	34093	45033
1069	34124	44999
1070	34149	44959
1071	34179	44924
1072	34207	44887
1073	34237	44853
1074	34269	44820
1075	34307	44797
1076	34337	44763
1077	34366	44726
1078	34392	44687
1079	34425	44657
1080	34458	44627
1081	34486	44590
1082	34512	44550
1083	34556	44534
1084	34584	44498
1085	34610	44458
1086	34634	44416
1087	34663	44380
1088	34696	44350
1089	34725	44315
1090	34757	44282
1091	34783	44243
1092	34814	44211
1093	34843	44175
1094	34874	44142
1095	34898	44100
1096	34923	44059
1097	34953	44025
1098	34977	43984
1099	35016	43961
1100	35044	43924
1101	35071	43886
1102	35093	43843
1103	35128	43814
1104	35155	43777
1105	35190	43749
1106	35215	43709
1107	35242	43671
1108	35267	43630
1109	35297	43597
1110	35320	43555
1111	35357	43529
1112	35402	43513
1113	35426	43472
1114	35454	43435
1115	35482	43398
1116	35509	43361
1117	35531	43317
1118	35561	43283
1119	35584	43241
1120	35615	43209
1121	35645	43175
1122	35668	43132
1123	35692	43091
1124	35712	43045
1125	35742	43012
1126	35771	42977
1127	35800	42941
1128	35825	42901
1129	35849	42860
1130	35880	42828
1131	35907	42790
1132	35940	42760
1133	35970	42726
1134	35998	42690
1135	36021	42649
1136	36051	42615
1137	36078	42578
1138	36104	42539
1139	36126	42496
1140	36150	42455
1141	36180	42421
1142	36204	42381
1143	36249	42365
1144	36270	42320
1145	36302	42289
1146	36328	42251
1147	36353	42211
1148	36375	42168
1149	36408	42139
1150	36429	42095
1151	36453	42054
1152	36481	42018
1153	36497	41969
1154	36605	42024
1155	36630	41985
1156	36658	41949
1157	37046	42325
1158	37070	42284
1159	37094	42243
1160	37118	42202
1161	37145	42164
1162	37179	42135
1163	37199	42088
1164	37234	42060
1165	37257	42018
1166	37289	41987
1167	37313	41946
1168	37336	41903
1169	37361	41864
1170	37397	41836
1171	37423	41797
1172	37456	41767
1173	37483	41729
1174	37508	41690
1175	37527	41644
1176	37568	41621
1177	37590	41579
1178	37611	41535
1179	37635	41494
1180	37658	41453
1181	37675	41405
1182	37714	41380
1183	37744	41346
1184	37772	41311
1185	37798	41272
1186	37827	41237
1187	37849	41194
1188	37876	41157
1189	37906	41124
1190	37942	41096
1191	37973	41063
1192	38002	41028
1193	38030	40992
1194	38057	40955
1195	38091	40925
1196	38115	40886
1197	38155	40862
1198	38175	40818
1199	38205	40784
1200	38245	40761
1201	38275	40726
1202	38306	40694
1203	38335	40659
1204	38387	40649
1205	38417	40616
1206	38448	40582
1207	38481	40551
1208	38510	40517
1209	38538	40481
1210	38567	40446
1211	38601	40417
1212	38622	40373
1213	38650	40337
1214	38676	40299
1215	38700	40259
1216	38725	40220
1217	38753	40185
1218	38774	40142
1219	38808	40112
1220	38835	40076
1221	38869	40046
1222	38904	40017
1223	38934	39984
1224	38965	39951
1225	38996	39918
1226	39027	39886
1227	39061	39856
1228	39101	39833
1229	39129	39797
1230	39161	39765
1231	39194	39734
1232	39221	39698
1233	39250	39663
1234	39281	39631
1235	39304	39590
1236	39330	39552
1237	39361	39520
1238	39384	39480
1239	39415	39447
1240	39451	39419
1241	39478	39382
1242	39508	39349
1243	39540	39317
1244	39563	39277
1245	39591	39241
1246	39622	39209
1247	39649	39172
1248	39684	39144
1249	39715	39111
1250	39746	39079
1251	39779	39048
1252	39804	39010
1253	39832	38975
1254	39858	38937
1255	39888	38904
1256	39910	38863
1257	39932	38821
1258	39958	38784
1259	39986	38748
1260	40010	38709
1261	40040	38676
1262	40068	38640
1263	40091	38600
1264	40134	38580
1265	40166	38548
1266	40193	38512
1267	40219	38475
1268	40252	38444
1269	40286	38415
1270	40318	38383
1271	40346	38348
1272	40382	38320
1273	40415	38290
1274	40442	38253
1275	40470	38218
1276	40491	38176
1277	40519	38141
1278	40550	38109
1279	40578	38073
1280	40615	38047
1281	40654	38022
1282	40684	37989
1283	40706	37948
1284	40732	37911
1285	40764	37879
1286	40790	37842
1287	40822	37811
1288	40842	37769
1289	40870	37733
1290	40898	37698
1291	40920	37658
1292	40957	37631
1293	40988	37599
1294	41011	37559
1295	41041	37525
1296	41063	37486
1297	41085	37445
1298	41115	37411
1299	41149	37382
1300	41187	37357
1301	41302	37400
1302	41335	37369
1303	41363	37334
1304	41389	37297
1305	41420	37265
1306	41454	37236
1307	41489	37207
1308	41520	37175
1309	41549	37140
1310	41583	37111
1311	41613	37078
1312	41639	37040
1313	41675	37012
1314	41694	36970
1315	41729	36941
1316	41759	36908
1317	41788	36874
1318	41820	36842
1319	41852	36811
1320	41880	36776
1321	41912	36744
1322	41936	36706
1323	41963	36670
1324	41982	36627
1325	42014	36596
1326	42049	36567
1327	42081	36536
1328	42111	36503
1329	42137	36466
1330	42171	36436
1331	42196	36399
1332	42228	36367
1333	42251	36329
1334	42288	36301
1335	42315	36265
1336	42344	36231
1337	42367	36192
1338	42401	36162
1339	42431	36129
1340	42461	36097
1341	42487	36060
1342	42518	36028
1343	42546	35993
1344	42574	35958
1345	42605	35926
1346	42629	35888
1347	42659	35855
1348	42685	35818
1349	42716	35787
1350	42746	35753
1351	42767	35713
1352	42798	35681
1353	42830	35650
1354	42866	35622
1355	42895	35587
1356	42928	35557
1357	42958	35524
1358	42986	35490
1359	43012	35453
1360	43043	35421
1361	43071	35386
1362	43093	35347
1363	43122	35313
1364	43157	35284
1365	43181	35246
1366	43202	35206
1367	43232	35173
1368	43260	35139
1369	43300	35114
1370	43332	35083
1371	43360	35048
1372	43389	35014
1373	43423	34985
1374	43452	34951
1375	43477	34914
1376	43503	34878
1377	43529	34842
1378	43560	34810
1379	43583	34772
1380	43617	34742
1381	43642	34705
1382	43673	34673
1383	43701	34638
1384	43731	34606
1385	43759	34571
1386	43789	34539
1387	43819	34505
1388	43842	34467
1389	43878	34439
1390	43908	34407
1391	43939	34374
1392	43969	34341
1393	44001	34311
1394	44030	34277
1395	44068	34251
1396	44094	34214
1397	44125	34182
1398	44153	34148
1399	44186	34118
1400	44214	34083
1401	44245	34051
1402	44278	34021
1403	44308	33988
1404	44336	33954
1405	44363	33919
1406	44388	33883
1407	44430	33859
1408	44453	33821
1409	44479	33785
1410	44509	33752
1411	44540	33721
1412	44568	33686
1413	44592	33649
1414	44622	33616
1415	44658	33588
1416	44688	33556
1417	44718	33523
1418	44751	33492
1419	44782	33460
1420	44809	33425
1421	44840	33394
1422	44876	33365
1423	44903	33330
1424	44933	33298
1425	44966	33267
1426	44996	33234
1427	45027	33202
1428	45057	33170
1429	45077	33130
1430	45105	33096
1431	45133	33062
1432	45165	33030
1433	45195	32998
1434	45234	32972
1435	45262	32938
1436	45320	32926
1437	45350	32892
1438	45384	32863
1439	45419	32834
1440	45449	32801
1441	45479	32768
1442	45509	32736
1443	45543	32706
1444	45654	32732
1445	45686	32700
1446	45725	32674
1447	45751	32638
1448	45779	32604
1449	45809	32572
1450	45836	32537
1451	45862	32501
1452	45894	32470
1453	45920	32434
1454	45953	32404
1455	45986	32373
1456	46014	32339
1457	46043	32306
1458	46077	32276
1459	46107	32243
1460	46133	32208
1461	46165	32177
1462	46196	32145
1463	46219	32107
1464	46249	32074
1465	46277	32040
1466	46301	32003
1467	46333	31972
1468	46360	31937
1469	46386	31902
1470	46470	31906
1471	46501	31874
1472	46534	31844
1473	46558	31807
1474	46589	31775
1475	46616	31741
1476	46653	31712
1477	46681	31678
1478	46963	31817
1479	46984	31778
1480	47017	31747
1481	47054	31718
1482	47083	31685
1483	47115	31653
1484	47147	31621
1485	47183	31593
1486	47225	31568
1487	47261	31539
1488	47293	31507
1489	47317	31470
1490	47347	31438
1491	47384	31409
1492	47413	31376
1493	47445	31344
1494	47475	31311
1495	47502	31276
1496	47534	31245
1497	47561	31210
1498	47593	31178
1499	47621	31144
1500	47649	31110
1501	47712	31099
1502	47743	31066
1503	47773	31033
1504	47801	30999
1505	47832	30967
1506	47929	30977
1507	47961	30946
1508	47992	30913
1509	48024	30882
1510	48054	30848
1511	48077	30811
1512	48118	30785
1513	48162	30761
1514	48183	30722
1515	48210	30688
1516	48231	30649
1517	48263	30618
1518	48294	30585
1519	48316	30547
1520	48349	30516
1521	48378	30482
1522	48411	30451
1523	48442	30419
1524	48475	30388
1525	48509	30358
1526	48539	30325
1527	48572	30293
1528	48598	30259
1529	48631	30227
1530	48656	30191
1531	48684	30157
1532	48717	30126
1533	48740	30089
1534	48771	30057
1535	48793	30019
1536	48826	29988
1537	48851	29952
1538	48880	29919
1539	48907	29884
1540	48935	29850
1541	48967	29818
1542	48993	29783
1543	49032	29756
1544	49061	29722
1545	49094	29691
1546	49115	29653
1547	49143	29619
1548	49172	29585
1549	49202	29553
1550	49233	29521
1551	49272	29493
1552	49295	29456
1553	49326	29424
1554	49360	29394
1555	49389	29360
1556	49421	29329
1557	49449	29295
1558	49474	29259
1559	49507	29228
1560	49537	29195
1561	49562	29160
1562	49592	29127
1563	49620	29093
1564	49652	29061
1565	49964	29194
1566	49992	29159
1567	50020	29125
1568	50049	29091
1569	50080	29059
